name,tipologia,wikidata_id,wikidata_label,birth_year,death_year,matched_as,match_status
Parronchi Alessandro,Contatti letterari,Q3610195,Alessandro Parronchi,1914,2007,Alessandro Parronchi [it],found
Partito Liberale Italiano,"Istituzioni, associazioni ed enti pubblici",Q508733,Partito Liberale Italiano,,,Partito Liberale Italiano [it],found_no_dates
Partito nazionale fascista. Direttorio nazionale,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Partito nazionale fascista. Fascio di Buenos Aires,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Partito nazionale fascista. Gruppo universitario fascista,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Pasolini Pier Paolo,Contatti letterari,Q25120,Pier Paolo Pasolini,1922,1975,Pier Paolo Pasolini [it],found
Pasquali Giorgio,Contatti letterari,Q325105,Giorgio Pasquali,1885,1952,Giorgio Pasquali [it],found
Pasqualini Maria,Varia,,,,,,not_found
"Pasquotti, famiglia",Varia,,,,,,not_found
Paternostro Sandro,Varia,Q3948272,Sandro Paternostro,1922,2000,Sandro Paternostro [it],found
Pavesi Pietro,Varia,Q1394931,Pietro Pavesi,1844,1907,Pietro Pavesi [it],found
Pavolini Alessandro,Contatti letterari,Q742284,Alessandro Pavolini,1903,1945,Alessandro Pavolini [it],found
Pavolini Corrado,Contatti letterari,Q3694295,Corrado Pavolini,1898,1980,Corrado Pavolini [it],found
Pavolini Paolo Emilio,Contatti letterari,Q3894017,Paolo Emilio Pavolini,1864,1942,Paolo Emilio Pavolini [it],found
Pedotti R.,Ingegneria e divulgazione tecnica,,,,,,not_found
Pellegrini Alessandro,Varia,Q18224288,Alessandro Pellegrini,1964,,Alessandro Pellegrini [it],found
Penna Sandro,Amici,Q982945,Sandro Penna,1906,1977,Sandro Penna [it],found
Penzo Mario,Varia,,,,,,not_found
Pepe Carlo Filippo,Varia,,,,,,not_found
Pera Maria,Varia,,,,,,not_found
Peragallo Francesco,Varia,,,,,,not_found
Perotto Augusto,Varia,,,,,,not_found
Persini Rosa,Varia,,,,,,not_found
Perugini Andrea,Varia,Q139381764,Andrea Perugini,,,Andrea Perugini [it],found_no_dates
Pestelli Leo,Contatti letterari,Q17635382,Leo Pestelli,1909,1976,Leo Pestelli [it],found
Peterich Werner,Varia,Q2562248,Werner Peterich,1929,2023,Werner Peterich [it],found
Petrantoni Augusto,Varia,,,,,,not_found
Petrocchi Giorgio,Contatti letterari,Q3106909,Giorgio Petrocchi,1921,1989,Giorgio Petrocchi [it],found
Petroni Guglielmo,Contatti letterari,Q3778990,Guglielmo Petroni,1911,1993,Guglielmo Petroni [it],found
Piatto Anna,Varia,,,,,,not_found
Piazzi Filippo,Varia,,,,,,not_found
Picchi Mario,Varia,Q3848961,Mario Picchi,1930,2010,Mario Picchi [it],found
Piccinelli,Varia,Q54878611,Piccinelli,,,Piccinelli [it],found_no_dates
Piccioni Leone,Contatti letterari,Q3830536,Leone Piccioni,1925,2018,Leone Piccioni [it],found
Piccioni Osanna,Varia,,,,,,not_found
“(Il) Piccolo”,"Editori, riviste e quotidiani",,,,,,not_found
Pieraccini Cecchi Leonetta,Varia,,,,,,not_found
Pieraccini Rolando,Varia,Q11891138,Rolando Pieraccini,1939,,Rolando Pieraccini [it],found
Pietrantoni Antonio,Ingegneria e divulgazione tecnica,Q3620037,Antonio Pietrantoni,1874,1952,Antonio Pietrantoni [it],found
Pina Luigi,Varia,,,,,,not_found
Pincherle Onofrio Adriana,Contatti letterari,,,,,,not_found
Pineider Francesco,Varia,Q58238760,Francesco Pineider,,,Francesco Pineider [it],found_no_dates
Pinggera Therese,Varia,,,,,,not_found
Pini Vittorio,Varia,,,,,,not_found
Pintor Giaime,Contatti letterari,Q3762354,Giaime Pintor,1919,1943,Giaime Pintor [it],found
Piovene Guido,Contatti letterari,Q1080042,Guido Piovene,1907,1974,Guido Piovene [it],found
Pirani Luigi,Ingegneria e divulgazione tecnica,,,,,,not_found
"Pistelli, famiglia",Varia,,,,,,not_found
Pizzini Vittorio E.,Varia,,,,,,not_found
Podestà Dario,Familiari,,,,,,not_found
"Podestà, famiglia",Familiari,,,,,,not_found
Podestà Giuseppe,Familiari,Q124797484,Giuseppe Podestà,1886,1964,Giuseppe Podestà [it],found
Podestà Luisa,Familiari,,,,,,not_found
Poidomani Cartia Giorgia,Varia,,,,,,not_found
“Il Polifilo”,"Editori, riviste e quotidiani",,,,,,not_found
Pollini Maria,Varia,,,,,,not_found
Pompilj Luigi,Varia,,,,,,not_found
Ponchiroli Daniele,Varia,Q59329035,Daniele Ponchiroli,1924,1979,Daniele Ponchiroli [it],found
“Il Ponte”,"Editori, riviste e quotidiani",,,,,,not_found
Pontiggia Giuseppe,Contatti letterari,Q1179618,Giuseppe Pontiggia,1934,2003,Giuseppe Pontiggia [it],found
“Il Popolo d’Italia”,"Editori, riviste e quotidiani",,,,,,not_found
“Il Popolo di Roma”,"Editori, riviste e quotidiani",,,,,,not_found
"Pozzi, famiglia",Varia,,,,,,not_found
Pozzoli Arturo,Varia,,,,,,not_found
Prati Francesco,Ingegneria e divulgazione tecnica,Q114309630,Francesco Prati,,,Francesco Prati [en],found_no_dates
Prati Francisco,Ingegneria e divulgazione tecnica,Q94636251,Francisco Prati,1887,1974,Francisco Prati [en],found
Pratolini Vasco,Contatti letterari,Q558295,Vasco Pratolini,1913,1991,Vasco Pratolini [it],found
Praz Mario,Contatti letterari,Q981971,Mario Praz,1896,1982,Mario Praz [it],found
Prefetto di Roma,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Premio Campiello,Contatti letterari,Q2108706,Premio Campiello,,,Premio Campiello [it],found_no_dates
Premio Giacomo Debenedetti,Contatti letterari,,,,,,not_found
Premio Letterario Viareggio,Contatti letterari,,,,,,not_found
Premio Strega,Contatti letterari,Q731542,Premio Strega,,,Premio Strega [it],found_no_dates
Premio Taranto,Contatti letterari,,,,,,not_found
Preziotti Vincenzo,Varia,,,,,,not_found
Primaria Sartoria Toma,Varia,,,,,,not_found
“Primato: lettere e arti d’Italia”,"Editori, riviste e quotidiani",,,,,,not_found
“Primi piani”,"Editori, riviste e quotidiani",,,,,,not_found
Prina Virginia e Alice,Varia,,,,,,not_found
Prisco Michele,Contatti letterari,Q2365691,Michele Prisco,1920,2003,Michele Prisco [it],found
Prodotti Chimici Napoli,Varia,,,,,,not_found
“Prosa. Quaderni internazionali”,"Editori, riviste e quotidiani",,,,,,not_found
Pucci Piero,Varia,Q125299484,Piero Pucci,,,Piero Pucci [en],found_no_dates
Pulini Paolo,Varia,,,,,,not_found
Punzo Giorgio,Varia,Q3765696,Giorgio Punzo,1911,2005,Giorgio Punzo [it],found
Puricelli Elena,Varia,,,,,,not_found
Puricelli Ronchetti Mina,Varia,,,,,,not_found
Querini di S. Moisé Angelo,Varia,,,,,,not_found
Quintavalle Adele,Varia,,,,,,not_found
Quintavalle Aldo,Varia,,,,,,not_found
Quintavalle Carlo,Varia,Q16537112,Carlo Quintavalle,1932,1989,Carlo Quintavalle [it],found
R.A.I.,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Radice (Montecatini – Società Generale per l’Industria Mineraria ed Agricola Anonima),Varia,,,,,,not_found
Radius Emilio,Contatti letterari,Q18812221,Emilio Radius,1904,1988,Emilio Radius [it],found
Raineri Andrea,Compagni di guerra e di prigionia,,,,,,not_found
Ramat Silvio,Contatti letterari,Q3960933,Silvio Ramat,1939,,Silvio Ramat [it],found
Ramperti Carlo,Varia,,,,,,not_found
Rancilio Carlo,Varia,,,,,,not_found
Rappi Lehr Isabella,Familiari,,,,,,not_found
“La Rassegna d'Italia”,"Editori, riviste e quotidiani",,,,,,not_found
Ratti Ambrogio,Varia,,,,,,not_found
Ratti Carla,Varia,,,,,,not_found
Ratti Ernestina,Varia,,,,,,not_found
Ratti Fermo,Varia,,,,,,not_found
Ratti Franco,Ingegneria e divulgazione tecnica,,,,,,not_found
Ravajoli Francesco,Varia,,,,,,not_found
Ravasio G.,Varia,,,,,,not_found
Re Domenico,Varia,,,,,,not_found
Re Vittorio,Varia,,,,,,not_found
Rea Domenico,Contatti letterari,Q3713208,Domenico Rea,1921,1994,Domenico Rea [it],found
Reggimento Alpini,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Regione Sicilia. Assessorato alla Pubblica Istruzione,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Regondi Maffi Fiordalice,Varia,,,,,,not_found
Reia Letizia,Varia,,,,,,not_found
Rendu A.,Varia,,,,,,not_found
Repetto,Varia,Q2144998,Repetto,,,Repetto [it],found_no_dates
Revel Bruno,Varia,Q91017627,Bruno Revel,1895,1959,Bruno Revel [it],found
Rhikert J. H.,Varia,,,,,,not_found
Riccardo Ricciardi (casa editrice),"Editori, riviste e quotidiani",,,,,,not_found
“La Riforma Letteraria”,"Editori, riviste e quotidiani",,,,,,not_found
Rigamonti,Varia,Q15842468,Rigamonti,,,Rigamonti [it],found_no_dates
Rigoni Stern Mario,Contatti letterari,Q558097,Mario Rigoni Stern,1921,2008,Mario Rigoni Stern [it],found
Ripa di Meana Lodovica,Contatti letterari,,,,,,not_found
Risi Adolfo e Mariella,Varia,,,,,,not_found
Riva Giovanni,Varia,Q109886197,Giovanni Riva,1890,1973,Giovanni Riva [it],found
Riva Giulio,Varia,,,,,,not_found
Rivista di cultura classica e medievale,"Editori, riviste e quotidiani",,,,,,not_found
Rizzi Minoprio,Varia,,,,,,not_found
Rizzoli (casa editrice),"Editori, riviste e quotidiani",,,,,,not_found
Roberti Giuseppe,Varia,Q21542046,Giuseppe Roberti,1874,1938,Giuseppe Roberti [it],found
Rocca Enrico,Varia,Q3726033,Enrico Rocca,1847,1915,Enrico Rocca [it],found
Rocca Ernesto,Varia,,,,,,not_found
Rochotti Aldo,Varia,,,,,,not_found
Rodocanachi Lucia,Contatti letterari,Q42315480,Lucia Rodocanachi,1901,1978,Lucia Rodocanachi [it],found
Rogeno (Comune),Varia,,,,,,not_found
Romagnoli Mosca Giuseppe,Varia,,,,,,not_found
Rompani,Varia,Q2165241,Rompani,,,Rompani [it],found_no_dates
Ronchetti Carlo,Familiari,,,,,,not_found
Ronchetti Dondena Lena,Familiari,,,,,,not_found
Ronchetti Emilio Gabriele,Familiari,,,,,,not_found
Ronchetti Enrico,Familiari,,,,,,not_found
Ronchetti Francesco,Familiari,Q59815705,Francesco Ronchetti,,,Francesco Ronchetti [it],found_no_dates
Ronchetti Lavezzari Cleofe,Familiari,,,,,,not_found
Ronchetti Maria,Familiari,,,,,,not_found
Ronchetti Marisa,Familiari,,,,,,not_found
Ronchetti Marisa,Familiari,,,,,,not_found
Ronchetti Meier Mina,Familiari,,,,,,not_found
Ronchetti Muzio,Familiari,,,,,,not_found
Ronchetti Pietro,Familiari,,,,,,not_found
Ronchetti Puricelli Mina,Familiari,,,,,,not_found
Ronchetti Querini Luisa,Familiari,,,,,,not_found
Ronchetti Tina,Familiari,,,,,,not_found
Ronchetti Tina,Familiari,,,,,,not_found
Ronchetti Vittorio,Familiari,Q55072026,Vittorio Ronchetti,1874,1944,Vittorio Ronchetti [en],found
Roncoroni Angelo,Varia,,,,,,not_found
Ronzoni,Varia,Q33129684,Ronzoni,,,Ronzoni [it],found_no_dates
Rosa & Ballo Editori,"Editori, riviste e quotidiani",,,,,,not_found
Rosa Letizia,Varia,Q57626833,Rosa Letizia,,,Rosa Letizia [it],found_no_dates
Rosario Assunto,Varia,Q17652015,Rosario Assunto,1915,1994,Rosario Assunto [it],found
Rosati Salvatore,Varia,Q80194911,Salvatore Rosati,1895,1976,Salvatore Rosati [it],found
Roscioni Giancarlo,Contatti letterari,,,,,,not_found
Rosenthal Raymond,Contatti letterari,Q7299117,Raymond Rosenthal,1914,1995,Raymond Rosenthal [it],found
Rosina Tito,Varia,Q57037288,Tito Rosina,1899,1958,Tito Rosina [it],found
Rospi Daniele,Varia,,,,,,not_found
Rossi Daniele,Ingegneria e divulgazione tecnica,Q3702069,Daniele Rossi,1987,,Daniele Rossi [it],found
Rossi Franco,Ingegneria e divulgazione tecnica,Q1040240,Franco Rossi,1919,2000,Franco Rossi [it],found
Rossi Vera,Ingegneria e divulgazione tecnica,,,,,,not_found
Rossini Flaviana,Varia,,,,,,not_found
Rotary Internazionale,Varia,,,,,,not_found
Ruggieri,Varia,Q3452946,Ruggieri,,,Ruggieri [it],found_no_dates
Rugiadini,Varia,,,,,,not_found
Rumor Mariano,Varia,Q316288,Mariano Rumor,1915,1990,Mariano Rumor [it],found
“La Ruota”,"Editori, riviste e quotidiani",,,,,,not_found
Rusca Carla,Varia,,,,,,not_found
Rusca Luigi,Contatti letterari,Q124117,Luigi Rusca,1758,1822,Luigi Rusca [it],found
Russo Labriola Gaetano,Varia,,,,,,not_found
Russo Luigi,Contatti letterari,Q3840114,Luigi Russo,1892,1961,Luigi Russo [it],found
Russo Paolo,Varia,Q3894445,Paolo Russo,1960,,Paolo Russo [it],found
Russo Sara,Varia,,,,,,not_found
“Il Saggiatore”,"Editori, riviste e quotidiani",,,,,,not_found
Sala Antonino,Varia,,,,,,not_found
Salaris Carlo,Varia,,,,,,not_found
Salavoli Antonio,Varia,,,,,,not_found
Salvadori Giancarlo,Varia,,,,,,not_found
Sameghini Valtorta Elena,Varia,,,,,,not_found
Samson,Varia,Q79319,Samson,,,Samson [it],found_no_dates
Sani Massimo,Varia,Q3851455,Massimo Sani,1929,2018,Massimo Sani [it],found
Sansoni (casa editrice),"Editori, riviste e quotidiani",,,,,,not_found
Santagostino Guido,Ingegneria e divulgazione tecnica,,,,,,not_found
Santagostino R.,Varia,,,,,,not_found
Santi Piero,Contatti letterari,Q28665927,Piero Santi,1923,2007,Piero Santi [it],found
Santoloce Maria,Varia,,,,,,not_found
Sassella Stefano,Compagni di guerra e di prigionia,,,,,,not_found
Saurgnani Teresina,Varia,,,,,,not_found
Savinio Alberto,Contatti letterari,Q691973,Alberto Savinio,1891,1952,Alberto Savinio [it],found
Scarpa Gino,Contatti letterari,Q11972013,Gino Scarpa,1924,2022,Gino Scarpa [en],found
Scerbanenco Giorgio,Contatti letterari,Q910392,Giorgio Scerbanenco,1911,1969,Giorgio Scerbanenco [it],found
Schiaffini Alfredo,Contatti letterari,Q2646367,Alfredo Schiaffini,1895,1971,Alfredo Schiaffini [it],found
Schmidt C.,Varia,Q95233524,C. Schmidt,1822,,C. Schmidt [en],found
Sciaccaluga Edoardo,Compagni di guerra e di prigionia,,,,,,not_found
Sciascio Peppino,Varia,,,,,,not_found
Scollo Giovanni,Varia,,,,,,not_found
Scurati Ines,Varia,,,,,,not_found
Segàla Renzo,Varia,,,,,,not_found
Semenza Alberto,Amici,,,,,,not_found
Semenza Aldo,Amici,,,,,,not_found
Semenza Antonio,Amici,,,,,,not_found
Semenza Bruno,Amici,,,,,,not_found
Semenza Carlo,Amici,Q3659848,Carlo Semenza,1893,1961,Carlo Semenza [it],found
Semenza Enrico,Amici,,,,,,not_found
Semenza Erminia,Amici,,,,,,not_found
Semenza Ghisi Valentina,Amici,,,,,,not_found
Semenza Gianna,Amici,,,,,,not_found
Semenza Luigi,Amici,,,,,,not_found
Semenza Lydia,Amici,,,,,,not_found
Semenza Marco,Amici,,,,,,not_found
Semenza Maria Luisa,Amici,,,,,,not_found
Semenza Mario,Amici,,,,,,not_found
Sensini,Varia,Q2271323,Sensini,,,Sensini [it],found_no_dates
Seroni Adriano,Contatti letterari,Q21541834,Adriano Seroni,1918,1990,Adriano Seroni [it],found
“Sette giorni”,"Editori, riviste e quotidiani",,,,,,not_found
Siciliano Enzo,Contatti letterari,Q1180362,Enzo Siciliano,1934,2006,Enzo Siciliano [it],found
Siemens,Varia,Q81230,Siemens,,,Siemens [it],found_no_dates
Siemens/Schuckert werke,Varia,,,,,,not_found
Sigaux Gabriel,Varia,,,,,,not_found
Simon Michel,Varia,Q124112,Michel Simon,1895,1975,Michel Simon [it],found
Sindacato interprovinciale fascista dei giornalisti,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Sindacato nazionale scrittori,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Sinistro Eva,Varia,,,,,,not_found
Società anonima “Mario Alberto”,Varia,,,,,,not_found
Società Anonima Franco Tosi,Varia,,,,,,not_found
Società Anonima Italiana Alfol,Varia,,,,,,not_found
Società anonima italiana Philips,Varia,,,,,,not_found
Società anonima per l'assicurazione incendio,Varia,,,,,,not_found
Società Antonio Badoni,Varia,,,,,,not_found
Società Chimica Cuneese,Varia,,,,,,not_found
Società editrice bolognese,"Editori, riviste e quotidiani",,,,,,not_found
Società editrice Il Giorno,"Editori, riviste e quotidiani",,,,,,not_found
Società Elettrica Sarda,Varia,Q110878642,Società Elettrica Sarda,,,Società Elettrica Sarda [en],found_no_dates
Società europea di cultura,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Società Fratelli Galtarossa,Varia,,,,,,not_found
Società generale italiana Edison,Varia,,,,,,not_found
Società generale per l’industria mineraria ed agricola “Montecatini”,Varia,,,,,,not_found
"Società industriali elettriche, Torino",Varia,,,,,,not_found
Società Industrie Elettriche Torino,Varia,,,,,,not_found
Società Italiana Autori ed Editori,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Società Italiana di Credito,Varia,,,,,,not_found
Società Italiana Pirelli,Varia,,,,,,not_found
Società italiana ricerche industriali,Varia,,,,,,not_found
Società Leonardo da Vinci,Varia,,,,,,not_found
Società lombarda per  distribuzione di energia elettrica,Ingegneria e divulgazione tecnica,,,,,,not_found
Società Mutua di Assicurazioni E.I.E.,Varia,,,,,,not_found
"Società per il magnesio e leghe del magnesio, Bolzano",Ingegneria e divulgazione tecnica,,,,,,not_found
"Società per la stagionatura e l’assaggio della sete ed affini, Milano",Varia,,,,,,not_found
Società Toscana Azoto,Varia,,,,,,not_found
Società umanitaria formazione Lorgna,Varia,,,,,,not_found
Soffredi Adriana,Varia,,,,,,not_found
“Solaria”,"Editori, riviste e quotidiani",,,,,,not_found
Solmi Sergio,Contatti letterari,Q3479689,Sergio Solmi,1899,1981,Sergio Solmi [it],found
Soresina Peppino,Varia,,,,,,not_found
Sottero G.,Varia,,,,,,not_found
Southern California Edison Company,Varia,,,,,,not_found
Spada Renato,Varia,Q3932803,Renato Spada,1894,1971,Renato Spada [it],found
Sparavieri M.,Varia,,,,,,not_found
Spaziani Maria Luisa,Contatti letterari,Q2529303,Maria Luisa Spaziani,1922,2014,Maria Luisa Spaziani [it],found
Sperling and Kupfer,"Editori, riviste e quotidiani",,,,,,not_found
Squarcia Francesco,Contatti letterari,,,,,,not_found
Stato della Città del Vaticano,Ingegneria e divulgazione tecnica,,,,,,not_found
Stefanile Mario,Varia,Q19357792,Mario Stefanile,1910,1977,Mario Stefanile [it],found
Stella,Varia,Q11181,Stella,,,Stella [it],found_no_dates
Stoppa Lamberto,Varia,,,,,,not_found
(La) Strozzina,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
“Studi italiani di filologia classica”,"Editori, riviste e quotidiani",,,,,,not_found
“Studi letterari”,"Editori, riviste e quotidiani",,,,,,not_found
Stuparich Giani,Contatti letterari,Q325308,Giani Stuparich,1891,1961,Giani Stuparich [it],found
Tacchini Carlo,Varia,Q23307852,Carlo Tacchini,1943,2021,Carlo Tacchini [it],found
Tamburini Eugenio,Varia,,,,,,not_found
Tanzi Drusilla (Mosca),Contatti letterari,,,,,,not_found
Tapparelli Giuseppina,Varia,,,,,,not_found
Tarchiani Lucio,Varia,,,,,,not_found
Tarchini Maria,Varia,,,,,,not_found
Taverna Piero,Varia,,,,,,not_found
Tecchi Bonaventura,Compagni di guerra e di prigionia,Q660260,Bonaventura Tecchi,1896,1968,Bonaventura Tecchi [it],found
Tecchi Clara,Varia,,,,,,not_found
Techner Henrietta M.,Varia,,,,,,not_found
Temella Ada,Varia,,,,,,not_found
“Il Tempo”,"Editori, riviste e quotidiani",,,,,,not_found
"“Il Tempo”, edizione di Milano","Editori, riviste e quotidiani",,,,,,not_found
“Tempo presente”,"Editori, riviste e quotidiani",,,,,,not_found
Tenenti Ambrogio,Varia,,,,,,not_found
“Termini. Rivista di cultura”,"Editori, riviste e quotidiani",,,,,,not_found
Terracini Enrico,Varia,Q28150066,Enrico Terracini,1909,1991,Enrico Terracini [it],found
Terruccio Maria,Varia,,,,,,not_found
Terzaghi Adalgisa,Varia,,,,,,not_found
Terzi Ottone,Compagni di guerra e di prigionia,Q63959077,Ottone Terzi,1897,,Ottone Terzi [it],found
Testa Italo Augusto,Varia,,,,,,not_found
Ticozzi Carlo,Varia,,,,,,not_found
Timpanaro Sebastiano,Contatti letterari,Q981517,Sebastiano Timpanaro,1923,2000,Sebastiano Timpanaro [it],found
Tirelli Mara,Varia,,,,,,not_found
Tirelli Maria Teresa,Varia,,,,,,not_found
Tirelli Pinuccia,Varia,,,,,,not_found
Tirelli Raffaele,Varia,,,,,,not_found
Tirinnanzi Nino,Contatti letterari,Q3877235,Nino Tirinnanzi,1923,2002,Nino Tirinnanzi [it],found
Tofanelli Arturo,Contatti letterari,Q50375825,Arturo Tofanelli,1908,1994,Arturo Tofanelli [it],found
Tonelli Luigi,Contatti letterari,Q52156664,Luigi Tonelli,1890,1939,Luigi Tonelli [it],found
Torrisi Annalisa,Varia,,,,,,not_found
Toselli Giovanni,Varia,Q12951829,Giovanni Toselli,1819,1886,Giovanni Toselli [en],found
Touring Club Italiano,"Istituzioni, associazioni ed enti pubblici",Q1069349,Touring Club Italiano,,,Touring Club Italiano [it],found_no_dates
Traverso Leone,Contatti letterari,Q1113945,Leone Traverso,1910,1968,Leone Traverso [it],found
Treccani Ernesto,Contatti letterari,Q461935,Ernesto Treccani,1920,2009,Ernesto Treccani [it],found
“(La) Tribuna”,"Editori, riviste e quotidiani",,,,,,not_found
Triglia Antonio,Varia,Q41500550,Antonio Triglia,,,Antonio Triglia [it],found_no_dates
Truffi Emilio,Varia,,,,,,not_found
Truffi Riccardo,Varia,,,,,,not_found
Truffi Tiziano,Varia,,,,,,not_found
Tundo Luigi,Varia,,,,,,not_found
Turini Rossano,Varia,,,,,,not_found
Ulivi Ferruccio,Contatti letterari,Q3743820,Ferruccio Ulivi,1912,2002,Ferruccio Ulivi [it],found
“(L') Umanità”,"Editori, riviste e quotidiani",,,,,,not_found
Unesco,"Istituzioni, associazioni ed enti pubblici",Q121091152,Unesco,,,Unesco [en],found_no_dates
Ungaretti Giuseppe,Contatti letterari,Q311802,Giuseppe Ungaretti,1888,1970,Giuseppe Ungaretti [it],found
Unione nazionale ufficiali in congedo d’Italia,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Unione Tipografico/Editrice Torinese,"Editori, riviste e quotidiani",,,,,,not_found
Università Cattolica del Sacro Cuore,"Istituzioni, associazioni ed enti pubblici",Q229022,Università Cattolica del Sacro Cuore,,,Università Cattolica del Sacro Cuore [it],found_no_dates
Università degli Studi di Milano,"Istituzioni, associazioni ed enti pubblici",Q46210,Università degli Studi di Milano,,,Università degli Studi di Milano [it],found_no_dates
(Regia) Università di Milano,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Università di Roma. Istituto di Patologia Medica,"Istituzioni, associazioni ed enti pubblici",,,,,,not_found
Vaglia F.,Varia,,,,,,not_found
Valdani Vittorio,Ingegneria e divulgazione tecnica,,,,,,not_found
Valeri Diego,Contatti letterari,Q615053,Diego Valeri,1887,1976,Diego Valeri [it],found
Valeri Manera Mario,Contatti letterari,,,,,,not_found
Valgimigli Manara,Contatti letterari,Q3844245,Manara Valgimigli,1876,1965,Manara Valgimigli [it],found
Valier Caronetto Marietta,Varia,,,,,,not_found
Vallecchi (casa editrice),"Editori, riviste e quotidiani",,,,,,not_found
Valsecchi Turco,Varia,,,,,,not_found
Valverde,Varia,Q31132,Valverde,,,Valverde [it],found_no_dates
Vanni Emidio,Varia,,,,,,not_found
Vannocchi Alessandro,Varia,,,,,,not_found
Vaselli,Varia,Q99982005,Vaselli,,,Vaselli [it],found_no_dates
Vecchietti Dora,Varia,,,,,,not_found
Vecchietti Giorgio,Contatti letterari,Q3765812,Giorgio Vecchietti,1907,1975,Giorgio Vecchietti [it],found
Vergani Orio,Contatti letterari,Q513130,Orio Vergani,1899,1960,Orio Vergani [it],found
Veronesi Giulia,Contatti letterari,Q14469279,Giulia Veronesi,1906,1970,Giulia Veronesi [it],found
Vertù Luigi,Varia,,,,,,not_found
Vicari Giambattista,Contatti letterari,Q3762437,Giambattista Vicari,1909,1978,Giambattista Vicari [it],found
Vigevani Alberto,Contatti letterari,Q3608642,Alberto Vigevani,1918,1999,Alberto Vigevani [it],found
Vigevani Alberto e Annamaria,Contatti letterari,,,,,,not_found
Vigolo Giorgio,Contatti letterari,Q3765819,Giorgio Vigolo,1894,1983,Giorgio Vigolo [it],found
Vigorelli Giancarlo,Contatti letterari,Q3762985,Giancarlo Vigorelli,1913,2005,Giancarlo Vigorelli [it],found
Villoresi Tosi Emilia,Varia,,,,,,not_found
Viola Pier Luigi,Varia,,,,,,not_found
Viola Pietro e Ketty,Varia,,,,,,not_found
Virgili Agata,Varia,,,,,,not_found
Vita Finzi Paolo,Contatti letterari,,,,,,not_found
Vitagliano (casa editrice),"Editori, riviste e quotidiani",,,,,,not_found
Vitelli Armando,Varia,,,,,,not_found
Vittorini Delfina,Varia,,,,,,not_found
Vittorini Elio,Contatti letterari,Q468658,Elio Vittorini,1908,1966,Elio Vittorini [it],found
Vittorini Ginetta,Varia,,,,,,not_found
Vogliano Achille,Varia,Q3604435,Achille Vogliano,1881,1953,Achille Vogliano [it],found
Vogliano F.,Varia,,,,,,not_found
Voiture Enzo di Poppa,Varia,,,,,,not_found
Volpi Jacopo,Varia,,,,,,not_found
Volponi Carlo,Varia,,,,,,not_found
Vucetic Mirko,Contatti letterari,,,,,,not_found
Wahe F.,Varia,,,,,,not_found
Watze Heinz,Varia,,,,,,not_found
Weaver William,Contatti letterari,Q8020113,William Weaver,1923,2013,William Weaver [it],found
“(Die) Weltwoche”,"Editori, riviste e quotidiani",,,,,,not_found
Williams Orlo,Contatti letterari,Q109566071,Orlo Williams,1882,1937,Orlo Williams [it],found
Winderling Emilio,Varia,,,,,,not_found
Winderling Riccardo,Varia,,,,,,not_found
Wronecki J.P.,Varia,,,,,,not_found
Zampa Giorgio,Contatti letterari,Q24719241,Giorgio Zampa,1921,2008,Giorgio Zampa [it],found
Zampa Rina,Varia,,,,,,not_found
Zanini E.,Varia,,,,,,not_found
Zanzotto Andrea,Contatti letterari,Q495300,Andrea Zanzotto,1921,2011,Andrea Zanzotto [it],found
Zapelloni Carlo,Contatti letterari,,,,,,not_found
Zavattini Cesare,Contatti letterari,Q469164,Cesare Zavattini,1902,1989,Cesare Zavattini [it],found
Zenoglio Carlo,Varia,,,,,,not_found
Zinetti Risi Mariella,Varia,,,,,,not_found
Zuccala Oreste,Varia,,,,,,not_found
Zürcherbureau für Aufsuchung Vermisster,Varia,,,,,,not_found
